trade_id,timestamp,symbol,side,price,quantity,commission,strategy_name,entry_reason,exit_reason,pnl,roi,holdings_after
d4cbeb93-b621-4cc0-b1d4-421ab0022203,2019-01-08T00:00:00,QQQ,买入,159.52,626,3.13,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),,0.0,0.0,626
93eea9bc-9a4e-4613-b4cd-77c52220db36,2019-02-04T00:00:00,QQQ,卖出,169.53,626,3.13,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),突破上布林带,6263.129999999995,6.271940822467396,0
f941abf4-94c8-4700-bcb0-d2195ae64d5a,2019-02-06T00:00:00,QQQ,买入,170.52,623,3.115,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),,0.0,0.0,623
d0574485-dae6-4021-a753-a49b85fbd1cf,2019-05-10T00:00:00,QQQ,卖出,181.754,623,3.115,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),移动止盈,6995.666999999988,6.585151301900058,0
6768373f-6459-45c9-af94-b795e7f4c994,2019-06-10T00:00:00,QQQ,买入,183.15,618,3.09,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),,0.0,0.0,618
13ddc70d-ae94-4dbc-87df-3761fcc7515f,2020-02-24T00:00:00,QQQ,卖出,224.25,618,3.09,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),移动止盈,25396.709999999995,22.437892437892433,0
81fcbc1a-e9b2-49da-a77f-ec82e0b87a2b,2020-03-31T00:00:00,QQQ,买入,190.4,728,3.64,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),,0.0,0.0,728
550b8247-70cd-4cf1-ba20-5878d5a3b74b,2020-04-14T00:00:00,QQQ,卖出,211.86,728,3.64,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),突破上布林带,15619.240000000007,11.268382352941181,0
00d393dc-c6a7-4338-bac2-da467609b08b,2020-04-20T00:00:00,QQQ,买入,212.74,725,3.625,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),,0.0,0.0,725
238945cc-bd59-424d-a4c5-b7dd89ab2e68,2020-05-08T00:00:00,QQQ,卖出,224.86,725,3.625,Default,布林趋势回踩(MA5或上中轨1/2+不破MA10),突破上布林带,8783.375000000004,5.694744758860583,0
